Metric,Baseline_Mean,Baseline_Std,Model_Mean,Model_Std,Improvement_%
PSNR,9.559818827925533,3.102372102340027,18.30114762498693,3.7791049313305667,91.43822654386278
SSIM,0.40224162133333335,0.12900193577167962,0.8048464993333333,0.10135836544511949,100.0903080753957
NIQE,1.3506270443329813,0.05263632783955143,1.0069229318627886,0.04906475373277479,-25.447743987677512
